item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00999,ORD00435,PROD0216,4,3638.42,16
ITEM01000,ORD00198,PROD0253,2,3972.88,79
ITEM01001,ORD00205,PROD0049,5,6967.1,35
ITEM01002,ORD00158,PROD0335,4,7801.19,73
ITEM01003,ORD00449,PROD0050,1,2931.44,14
ITEM01004,ORD00236,PROD0387,-2,4583.81,3
ITEM01005,ORD00232,PROD0135,4,297.68,15
ITEM01006,ORD00221,PROD0500,5,1164.54,50
ITEM01007,ORD00171,PROD0487,5,5166.49,34
ITEM01008,ORD00333,PROD0253,3,2732.67,54
ITEM01009,ORD00207,PROD0098,2,7085.05,35
ITEM01010,ORD00266,PROD0077,5,2001.81,87
ITEM01011,ORD00491,PROD0425,1,4312.91,14
ITEM01012,ORD00295,PROD0490,1,1498.96,8
ITEM01013,ORD00116,PROD0179,5,583.09,89
ITEM01014,ORD00052,PROD0128,4,1878.77,88
ITEM01015,ORD00088,PROD0183,3,8041.59,44
ITEM01016,ORD00148,PROD0041,3,2401.91,12
ITEM01017,ORD00359,PROD0038,2,2069.14,94
ITEM01018,ORD00353,PROD0095,3,4381.29,40
ITEM01019,ORD00171,PROD0094,1,6673.8,18
ITEM01020,ORD00220,PROD0336,1,6701.85,22
ITEM01021,ORD00088,PROD0006,3,2700.71,1
ITEM01022,ORD00243,PROD0092,5,907.64,62
ITEM01023,ORD00024,PROD0097,2,4037.45,72
ITEM01024,ORD00269,PROD0389,3,8155.88,96
ITEM01025,ORD00052,PROD0401,2,5662.74,94
ITEM01026,ORD00377,PROD0021,3,7578.08,69
ITEM01027,ORD00130,PROD0469,3,3803.72,1
ITEM01028,ORD00171,PROD0335,3,7550.99,99
ITEM01029,ORD00139,PROD0353,5,7493.54,93
ITEM01030,ORD00211,PROD0186,1,4585.42,84
ITEM01031,ORD00016,PROD0013,2,2821.21,94
ITEM01032,ORD00382,PROD0192,4,5594.74,48
ITEM01033,ORD00450,PROD0243,1,9488.66,69
ITEM01034,ORD00449,PROD0425,4,6047.09,33
ITEM01035,ORD00201,PROD0265,3,4235.08,35
ITEM01036,ORD00297,PROD0024,3,2261.66,43
ITEM01037,ORD00408,PROD0111,5,6948.26,44
ITEM01038,ORD00005,PROD0335,3,5917.79,87
ITEM01039,ORD00077,PROD0325,2,7366.26,37
ITEM01040,ORD00084,PROD0184,5,4548.34,36
ITEM01041,ORD00008,PROD0176,1,5271.9,27
ITEM01042,ORD00064,PROD0301,3,1909.78,39
ITEM01043,ORD00339,PROD0290,1,6765.68,6
ITEM01044,ORD00450,PROD0185,3,2212.18,64
ITEM01045,ORD00045,PROD0459,5,1462.59,18
ITEM01046,ORD00471,PROD0158,2,4632.24,28
ITEM01047,ORD00182,PROD0097,1,2715.9,86
ITEM01048,ORD00496,PROD0272,4,947.05,33
ITEM01049,ORD00089,PROD0191,3,5853.06,86
ITEM01050,ORD00072,PROD0235,3,3227.75,25
ITEM01051,ORD00284,PROD0437,3,3519.51,39
ITEM01052,ORD00475,PROD0214,1,7022.91,69
ITEM01053,ORD00449,PROD0354,2,7806.69,12
ITEM01054,ORD00356,PROD0225,2,7096.23,87
ITEM01055,ORD00219,PROD0007,3,7889.26,52
ITEM01056,ORD00287,PROD0091,-4,1954.99,98
ITEM01057,ORD00072,PROD0429,4,311.2,38
ITEM01058,ORD00192,PROD0191,2,4134.39,69
ITEM01059,ORD00028,PROD0451,5,8214.36,50
ITEM01060,ORD00004,PROD0280,2,5520.89,97
ITEM01061,ORD00028,PROD0455,5,1876.76,34
ITEM01062,ORD00050,PROD0128,1,2868.41,72
ITEM01063,ORD00443,PROD0094,4,3602.21,94
ITEM01064,ORD00379,PROD0114,5,8660.89,89
ITEM01065,ORD00288,PROD0087,2,3918.41,63
ITEM01066,ORD00346,PROD0499,2,8254.57,19
ITEM01067,ORD00369,PROD0187,3,11239.58,0
ITEM01068,ORD00103,PROD0421,4,6406.34,0
ITEM01069,ORD00062,PROD0479,2,427.13,31
ITEM01070,ORD00013,PROD0161,2,11049.91,56
ITEM01071,ORD00063,PROD0111,4,6166.24,61
ITEM01072,ORD00431,PROD0206,2,2962.18,33
ITEM01073,ORD00440,PROD0387,5,6529.18,15
ITEM01074,ORD00012,PROD0002,4,1800.85,95
ITEM01075,ORD00380,PROD0350,2,1098.4,25
ITEM01076,ORD00149,PROD0166,4,10166.86,75
ITEM01077,ORD00141,PROD0097,4,3046.08,89
ITEM01078,ORD00417,PROD0239,1,2197.45,3
ITEM01079,ORD00289,PROD0290,3,5053.53,74
ITEM01080,ORD00334,PROD0202,3,428.6,79
ITEM01081,ORD00465,PROD0132,4,3556.81,17
ITEM01082,ORD00235,PROD0203,4,4617.75,20
ITEM01083,ORD00441,PROD0036,3,8821.61,44
ITEM01084,ORD00033,PROD0353,5,5112.13,19
ITEM01085,ORD00289,PROD0432,3,400.18,91
ITEM01086,ORD00391,PROD0027,2,9678.37,50
ITEM01087,ORD00331,PROD0082,1,6541.02,60
ITEM01088,ORD00295,PROD0018,5,6929.62,64
ITEM01089,ORD00358,PROD0169,5,5265.11,74
ITEM01090,ORD00425,PROD0403,3,7078.72,5
ITEM01091,ORD00082,PROD0286,1,4922.08,85
ITEM01092,ORD00348,PROD0338,1,4297.18,97
ITEM01093,ORD00414,PROD0073,2,5209.96,30
ITEM01094,ORD00090,PROD0255,1,885.31,49
ITEM01095,ORD00032,PROD0232,4,6470.19,14
ITEM01096,ORD00038,PROD0497,1,2737.49,47
ITEM01097,ORD00016,PROD0409,5,1259.77,41
ITEM01098,ORD00194,PROD0437,1,3311.63,81
ITEM01099,ORD00101,PROD0008,5,1224.55,56
ITEM01100,ORD00380,PROD0491,3,6481.4,67
ITEM01101,ORD00013,PROD0043,2,1632.38,85
ITEM01102,ORD00415,PROD0101,1,3918.69,0
ITEM01103,ORD00291,PROD0351,3,4453.75,9
ITEM01104,ORD00374,PROD0486,3,4457.94,93
ITEM01105,ORD00427,PROD0440,5,4262.96,60
ITEM01106,ORD00317,PROD0130,5,7165.97,17
ITEM01107,ORD00321,PROD0101,1,4786.53,9
ITEM01108,ORD00401,PROD0122,5,3993.86,12
ITEM01109,ORD00027,PROD0267,1,7028.14,42
ITEM01110,ORD00482,PROD0192,1,6703.48,32
ITEM01111,ORD00035,PROD0151,4,4879.43,20
ITEM01112,ORD00295,PROD0211,3,2690.66,66
ITEM01113,ORD00205,PROD0192,5,8520.3,69
ITEM01114,ORD00480,PROD0106,1,452.99,33
ITEM01115,ORD00216,PROD0119,1,5909.19,42
ITEM01116,ORD00281,PROD0491,1,10391.57,42
ITEM01117,ORD00038,PROD0444,1,2896.08,72
ITEM01118,ORD00392,PROD0384,5,4762.28,44
ITEM01119,ORD00307,PROD0219,1,8129.88,10
ITEM01120,ORD00067,PROD0051,5,3527.64,5
ITEM01121,ORD00260,PROD0175,1,4643.71,44
ITEM01122,ORD00401,PROD0494,4,11079.65,29
ITEM01123,ORD00014,PROD0005,1,827.09,25
ITEM01124,ORD00195,PROD0379,5,1408.8,94
ITEM01125,ORD00027,PROD0092,1,789.51,48
ITEM01126,ORD00219,PROD0257,2,6209.33,14
ITEM01127,ORD00316,PROD0330,4,1892.41,47
ITEM01128,ORD00224,PROD0341,3,2047.15,30
ITEM01129,ORD00006,PROD0299,2,6992.05,95
ITEM01130,ORD00411,PROD0169,5,3959.85,92
ITEM01131,ORD00040,PROD0330,2,972.94,56
ITEM01132,ORD00161,PROD0245,2,5076.41,83
ITEM01133,ORD00067,PROD0474,2,1646.61,61
ITEM01134,ORD00040,PROD0232,1,4945.54,69
ITEM01135,ORD00377,PROD0494,2,10852.11,28
ITEM01136,ORD00483,PROD0046,4,6262.67,70
ITEM01137,ORD00126,PROD0128,3,2383.34,34
ITEM01138,ORD00258,PROD0201,3,3469.59,44
ITEM01139,ORD00319,PROD0366,4,1420.86,10
ITEM01140,ORD00431,PROD0500,2,1948.19,29
ITEM01141,ORD00108,PROD0478,3,3364.85,92
ITEM01142,ORD00121,PROD0095,2,6115.11,83
ITEM01143,ORD00011,PROD0273,4,609.53,4
ITEM01144,ORD00197,PROD0491,3,7307.56,10
ITEM01145,ORD00313,PROD0479,1,386.91,2
ITEM01146,ORD00023,PROD0451,4,5616.13,48
ITEM01147,ORD00273,PROD0317,2,2337.4,39
ITEM01148,ORD00179,PROD0238,1,5899.74,77
ITEM01149,ORD00465,PROD0137,3,2710.95,96
ITEM01150,ORD00015,PROD0201,5,4268.45,79
ITEM01151,ORD00401,PROD0214,4,7479.7,94
ITEM01152,ORD00284,PROD0359,1,6048.44,92
ITEM01153,ORD00481,PROD0174,3,6086.93,54
ITEM01154,ORD00394,PROD0456,5,1188.43,20
ITEM01155,ORD00474,PROD0407,4,1365.02,1
ITEM01156,ORD00487,PROD0432,3,379.6,31
ITEM01157,ORD00293,PROD0004,5,5996.48,78
ITEM01158,ORD00338,PROD0268,3,3159.81,83
ITEM01159,ORD00158,PROD0499,-5,7878.34,41
ITEM01160,ORD00228,PROD0329,3,2356.94,56
ITEM01161,ORD00495,PROD0040,1,2155.4,81
ITEM01162,ORD00030,PROD0229,5,8212.78,10
ITEM01163,ORD00283,PROD0238,3,3923.34,8
ITEM01164,ORD00393,PROD0415,4,8759.06,33
ITEM01165,ORD00323,PROD0435,4,1926.34,79
ITEM01166,ORD00336,PROD0242,1,1103.31,87
ITEM01167,ORD00297,PROD0276,5,2537.5,70
ITEM01168,ORD00366,PROD0429,2,387.43,32
ITEM01169,ORD00440,PROD0335,1,7376.35,69
ITEM01170,ORD00180,PROD0311,1,2202.04,64
ITEM01171,ORD00040,PROD0211,4,2680.45,41
ITEM01172,ORD00422,PROD0484,5,10340.19,9
ITEM01173,ORD00074,PROD0113,4,4855.25,77
ITEM01174,ORD00209,PROD0161,3,11456.88,47
ITEM01175,ORD00151,PROD0314,4,7481.13,20
ITEM01176,ORD00477,PROD0129,3,4507.32,75
ITEM01177,ORD00109,PROD0316,1,3824.07,65
ITEM01178,ORD00365,PROD0299,5,7702.84,27
ITEM01179,ORD00017,PROD0061,4,8998.69,19
ITEM01180,ORD00333,PROD0411,4,2136.64,9
ITEM01181,ORD00295,PROD0089,2,5091.31,93
ITEM01182,ORD00063,PROD0371,4,4918.16,67
ITEM01183,ORD00338,PROD0207,1,1584.48,56
ITEM01184,ORD00429,PROD0007,3,8506.33,31
ITEM01185,ORD00394,PROD0130,3,7471.5,29
ITEM01186,ORD00498,PROD0342,4,3305.24,30
ITEM01187,ORD00451,PROD0153,4,3283.87,10
ITEM01188,ORD00040,PROD0296,3,1109.03,83
ITEM01189,ORD00230,PROD0265,4,4787.23,29
ITEM01190,ORD00065,PROD0234,5,8850.59,31
ITEM01191,ORD00341,PROD0167,4,4984.39,33
ITEM01192,ORD00061,PROD0088,3,1240.86,53
ITEM01193,ORD00295,PROD0374,5,1206.31,98
ITEM01194,ORD00449,PROD0156,2,5877.25,21
ITEM01195,ORD00392,PROD0121,1,2282.07,60
ITEM01196,ORD00018,PROD0162,1,6383.8,3
ITEM01197,ORD00068,PROD0361,2,6330.5,67
ITEM01198,ORD00182,PROD0178,4,3996.25,89
ITEM01199,ORD00151,PROD0336,5,5555.54,43
ITEM01200,ORD00056,PROD0339,5,10401.38,5
